Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Maryvale,Wexford",43.750071500000004,-79.2958491,Lebanese bakery,43.74670137305754,-79.29289639281615,Middle Eastern Restaurant
"Maryvale,Wexford",43.750071500000004,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
"Maryvale,Wexford",43.750071500000004,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
Agincourt,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
Agincourt,43.7942003,-79.26202940000002,Twilight,43.791999483291015,-79.25858447143591,Lounge
Agincourt,43.7942003,-79.26202940000002,El Pulgarcito,43.792647695283875,-79.25920775335268,Latin American Restaurant
Agincourt,43.7942003,-79.26202940000002,Mark's,43.791178865505806,-79.25971427359902,Clothing Store
Agincourt,43.7942003,-79.26202940000002,Commander Arena,43.794867324063404,-79.26798888527924,Skating Rink
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,TD Canada Trust,43.7791686,-79.3036167,Bank
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,KFC,43.77943993243305,-79.30337149356963,Fast Food Restaurant
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29846,Fried Chicken Joint
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Little Caesars Pizza,43.78056271894292,-79.2986242771319,Pizza Place
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Rexall,43.7809,-79.298764,Pharmacy
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Circle K,43.7809377,-79.2986338,Convenience Store
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Gusto Pizza,43.78360724036883,-79.29898327417831,Pizza Place
"Clarks Corners,Sullivan,Tam O'Shanter",43.7816375,-79.3043021,Rexall,43.78073190083844,-79.2982568317862,Pharmacy
"Agincourt North,L'Amoreaux East,Milliken,Steeles East",43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
"Agincourt North,L'Amoreaux East,Milliken,Steeles East",43.8152522,-79.2845772,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
L'Amoreaux West,43.799525200000005,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
L'Amoreaux West,43.799525200000005,-79.3183887,Phoenix Restaurant 金鳳餐廳,43.79819775434163,-79.31843152382791,Chinese Restaurant
L'Amoreaux West,43.799525200000005,-79.3183887,Subway,43.798982701368914,-79.31883822486604,Sandwich Place
L'Amoreaux West,43.799525200000005,-79.3183887,Price Chopper,43.799444969304986,-79.3185634598668,Grocery Store
L'Amoreaux West,43.799525200000005,-79.3183887,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
L'Amoreaux West,43.799525200000005,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
L'Amoreaux West,43.799525200000005,-79.3183887,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
L'Amoreaux West,43.799525200000005,-79.3183887,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
L'Amoreaux West,43.799525200000005,-79.3183887,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
L'Amoreaux West,43.799525200000005,-79.3183887,Eggsmart,43.796375,-79.318681,Breakfast Spot
L'Amoreaux West,43.799525200000005,-79.3183887,Metro,43.79807490046229,-79.31844889524201,Supermarket
Hillcrest Village,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.805454826002794,-79.36418592243415,Golf Course
Hillcrest Village,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
Hillcrest Village,43.8037622,-79.3634517,Villa Madina,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
Hillcrest Village,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816196,-79.36069456944033,Dog Run
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,SilverCity Fairview Mall Cinemas,43.77868093228815,-79.3440850072426,Movie Theater
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Candy Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,DAVIDsTEA,43.77754451824154,-79.34526267457191,Tea Room
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Apple Fairview,43.7779146,-79.343561,Electronics Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.776079,-79.34363,Pharmacy
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,New York Fries,43.77829829945936,-79.34326735202254,Fast Food Restaurant
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Smoothie Shop
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,J.Crew,43.7779417,-79.3451178,Clothing Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,SEPHORA,43.778366,-79.3437003,Cosmetics Shop
"Fairview,Henry Farm,Oriole",43.7785175,-79.3465557,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
Bayview Village,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
Bayview Village,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
Bayview Village,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
Bayview Village,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
"Silver Hills,York Mills",43.7574902,-79.37471409999999,Windfields Cafeteria,43.755862,-79.370649,Cafeteria
Willowdale South,43.7701199,-79.40849279999999,Loblaws,43.768722,-79.412101,Grocery Store
Willowdale South,43.7701199,-79.40849279999999,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
Willowdale South,43.7701199,-79.40849279999999,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
Willowdale South,43.7701199,-79.40849279999999,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
Willowdale South,43.7701199,-79.40849279999999,Cineplex Cinemas Empress Walk,43.76862539839479,-79.41261307104753,Movie Theater
Willowdale South,43.7701199,-79.40849279999999,Starbucks,43.768353,-79.413046,Coffee Shop
Willowdale South,43.7701199,-79.40849279999999,Saryo,43.76697902009232,-79.41220491675689,Café
Willowdale South,43.7701199,-79.40849279999999,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
Willowdale South,43.7701199,-79.40849279999999,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
Willowdale South,43.7701199,-79.40849279999999,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
Willowdale South,43.7701199,-79.40849279999999,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
Willowdale South,43.7701199,-79.40849279999999,PetSmart,43.769139,-79.412522,Pet Store
Willowdale South,43.7701199,-79.40849279999999,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
Willowdale South,43.7701199,-79.40849279999999,Booster Juice,43.76889,-79.4129899,Juice Bar
Willowdale South,43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
Willowdale South,43.7701199,-79.40849279999999,Starbucks,43.768464,-79.414017,Coffee Shop
Willowdale South,43.7701199,-79.40849279999999,Aura,43.766012799364795,-79.41081286441447,Lounge
Willowdale South,43.7701199,-79.40849279999999,Subway,43.768175813865255,-79.41367417969296,Sandwich Place
Willowdale South,43.7701199,-79.40849279999999,Dairy Queen (Treat),43.76701557770687,-79.4120009150447,Ice Cream Shop
Willowdale South,43.7701199,-79.40849279999999,KINTON RAMEN,43.76968375926793,-79.41304877291766,Ramen Restaurant
Willowdale South,43.7701199,-79.40849279999999,Wendy's,43.76846127243853,-79.4123771060805,Fast Food Restaurant
Willowdale South,43.7701199,-79.40849279999999,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
Willowdale South,43.7701199,-79.40849279999999,Aburi Room,43.769197,-79.414039,Sushi Restaurant
Willowdale South,43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
Willowdale South,43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
Willowdale South,43.7701199,-79.40849279999999,Dollarama,43.768722,-79.412101,Discount Store
Willowdale South,43.7701199,-79.40849279999999,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
Willowdale South,43.7701199,-79.40849279999999,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
Willowdale South,43.7701199,-79.40849279999999,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
Willowdale South,43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
York Mills West,43.752758299999996,-79.4000493,TD Canada Trust Branch and ATM,43.7509235,-79.4010039,Bank
York Mills West,43.752758299999996,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
York Mills West,43.752758299999996,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
Willowdale West,43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
Willowdale West,43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
Willowdale West,43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
Willowdale West,43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
Willowdale West,43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
Willowdale West,43.7827364,-79.4422593,Hartman's,43.78431215202778,-79.44621271750725,Butcher
Willowdale West,43.7827364,-79.4422593,Painters With a Brush,43.7826682,-79.44828139999998,Home Service
Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
Parkwoods,43.7532586,-79.3296565,TTC stop - 44 Valley Woods,43.75540238129278,-79.33374133300899,Bus Stop
Don Mills North,43.745905799999996,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
Don Mills North,43.745905799999996,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
Don Mills North,43.745905799999996,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
Don Mills North,43.745905799999996,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
Don Mills North,43.745905799999996,-79.352188,Elite Camps,43.745053,-79.354296,Basketball Court
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Swiss Chalet Rotisserie & Grill,43.7267367878352,-79.34140272120312,Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Memories of Japan,43.72734746849249,-79.34136445237439,Japanese Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,43.726429,-79.334971,Concert Hall
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,The Beer Store,43.7269871,-79.3414943,Beer Store
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Tim Hortons,43.72289725323043,-79.33911703526974,Coffee Shop
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Genghis Khan Mongolian Grill,43.7269059862849,-79.34121626053623,Asian Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Real Canadian Superstore,43.722704,-79.337508,Supermarket
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,GoodLife Fitness North York Don Mills and Eglinton,43.722704,-79.337508,Gym
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Congee Star 帝王名粥,43.72658622416194,-79.34183343111253,Chinese Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,The Beer Store,43.7227042,-79.3375083,Beer Store
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Pho 88 發發餐廳,43.72664201962024,-79.3423446449432,Asian Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Subway,43.72432189860479,-79.33685838010095,Sandwich Place
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Harvey's,43.726618141963044,-79.34099700109225,Fast Food Restaurant
"Flemingdon Park,Don Mills South",43.72589970000001,-79.340923,Delimark Cafe,43.72753609649164,-79.33954737355866,Coffee Shop
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Starbucks,43.755703,-79.440483,Coffee Shop
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Best for Bride in Toronto,43.755551,-79.437744,Bridal Shop
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Dairy Queen,43.75567964325238,-79.44016579234159,Fast Food Restaurant
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,TD Canada Trust,43.7562323,-79.4390254,Bank
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,Fried Chicken Joint
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Subway,43.75572798067668,-79.43988217796945,Sandwich Place
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Yogurty's,43.756190568366485,-79.43941837290544,Frozen Yogurt Shop
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Petro-Canada,43.755112,-79.438838,Gas Station
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Shoppers Drug Mart,43.756239,-79.439599,Pharmacy
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Metro,43.755791531926526,-79.43980055649448,Supermarket
"Bathurst Manor,Downsview North,Wilson Heights",43.7543283,-79.4422593,Rogers,43.75543769999999,-79.4411542,Video Store
"Northwood Park,York University",43.7679803,-79.48726190000001,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
"Northwood Park,York University",43.7679803,-79.48726190000001,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
"Northwood Park,York University",43.7679803,-79.48726190000001,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
"Northwood Park,York University",43.7679803,-79.48726190000001,Fox & Fiddle,43.76379461939549,-79.48849672002802,Bar
"Northwood Park,York University",43.7679803,-79.48726190000001,Bad Boy Furniture - North York,43.76431446505117,-79.4865882396698,Furniture / Home Store
"Northwood Park,York University",43.7679803,-79.48726190000001,Falafel Express,43.764187100541214,-79.48912096481943,Falafel Restaurant
"Northwood Park,York University",43.7679803,-79.48726190000001,Lastman's Bad Boy,43.76387769549716,-79.48643532503631,Furniture / Home Store
"CFB Toronto,Downsview East",43.737473200000004,-79.46476329999999,Toronto Downsview Airport (YZD),43.738882611749744,-79.47011109314882,Airport
"CFB Toronto,Downsview East",43.737473200000004,-79.46476329999999,Canada's Gardenland,43.73746068250781,-79.46599960327148,Construction & Landscaping
"CFB Toronto,Downsview East",43.737473200000004,-79.46476329999999,Ancaster Park,43.73470570807407,-79.46477740817078,Park
Downsview West,43.7390146,-79.5069436,TD Canada Trust,43.740369455302194,-79.51237499713898,Bank
Downsview West,43.7390146,-79.5069436,Giltspur Park,43.73572426577187,-79.50782060623169,Park
Downsview West,43.7390146,-79.5069436,Win Farm Supermarket,43.739193173128825,-79.51205313205719,Grocery Store
