Borough_Name,Borough_Latitude,Borough_Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
Арбат,55.751199,37.5898715,Лаборатория бега RunLab,55.7532285190947,37.58357621734882,Sporting Goods Shop
Аэропорт,55.8005039,37.5438641,Спортзал Mail.Ru,55.797103297436436,37.537993708536995,Gym / Fitness Center
Аэропорт,55.8005039,37.5438641,Аптека на Старом Зыковском,55.80195021257624,37.54502530744644,Pharmacy
Аэропорт,55.8005039,37.5438641,Территория красоты VERY,55.799239873762296,37.54580029104807,Salon / Barbershop
Аэропорт,55.8005039,37.5438641,Busido,55.79981479369154,37.54360881743399,Martial Arts Dojo
Аэропорт,55.8005039,37.5438641,Cosmic Latte,55.79955141294659,37.53498305505507,Coffee Shop
Аэропорт,55.8005039,37.5438641,Азбука вкуса,55.796893886380204,37.54119981143117,Gourmet Shop
Аэропорт,55.8005039,37.5438641,Витамин-бар,55.797128,37.537361,Juice Bar
Аэропорт,55.8005039,37.5438641,HolderHood Coffee,55.80304,37.538231,Coffee Shop
Аэропорт,55.8005039,37.5438641,Теннисный клуб ЦСКА,55.79576415759138,37.53811537281629,Tennis Stadium
Аэропорт,55.8005039,37.5438641,ВкусВилл,55.80433267084416,37.53520503257029,Health Food Store
Аэропорт,55.8005039,37.5438641,Отдохни,55.80589958843873,37.5369275117892,Liquor Store
Аэропорт,55.8005039,37.5438641,Кулинарная лавка братьев Караваевых,55.8017904603828,37.53273689069006,Deli / Bodega
Аэропорт,55.8005039,37.5438641,Двор ЖК «Аэробус»,55.80676052153958,37.5448112698807,Playground
Аэропорт,55.8005039,37.5438641,ПРАВDA КОФЕ,55.803583646762455,37.53408713693903,Coffee Shop
Аэропорт,55.8005039,37.5438641,Кружовник,55.80049678876721,37.53057895678743,Flower Shop
Аэропорт,55.8005039,37.5438641,Круглосутка,55.80261521241261,37.53331580549325,Convenience Store
Аэропорт,55.8005039,37.5438641,Кофейная кантата,55.80144349119762,37.53144653465785,Food & Drink Shop
Аэропорт,55.8005039,37.5438641,Дворец тенниса ЦСКА,55.793677148660066,37.538394927978516,Tennis Stadium
Аэропорт,55.8005039,37.5438641,Золотая Бухара,55.79621120933078,37.543099472293186,Asian Restaurant
Аэропорт,55.8005039,37.5438641,Тренировочный каток ЦСКА,55.79436144176955,37.53714575424844,Skating Rink
Аэропорт,55.8005039,37.5438641,Marukame (Марукамэ),55.7995890529735,37.532348011337085,Udon Restaurant
Аэропорт,55.8005039,37.5438641,Mcdonalds's,55.8019736955767,37.53237152137695,Fast Food Restaurant
Аэропорт,55.8005039,37.5438641,Coffee Bean,55.798437234786306,37.53741091696583,Coffee Shop
Аэропорт,55.8005039,37.5438641,CSKA Ice Palace (ЛСК ЦСКА имени В. М. Боброва),55.79469042405497,37.53820180892944,Hockey Arena
Аэропорт,55.8005039,37.5438641,Jazz Studio C-Jam,55.80505770100819,37.54999024724445,Jazz Club
Аэропорт,55.8005039,37.5438641,Ibis,55.792299590898864,37.54371106624603,Hotel
Аэропорт,55.8005039,37.5438641,Ателье,55.7985993671702,37.54495284038211,Clothing Store
Аэропорт,55.8005039,37.5438641,Динозаврик,55.801777740725534,37.53657884760669,Pet Store
Аэропорт,55.8005039,37.5438641,Petroff Palace (Петровский путевой дворец),55.79318151268028,37.5517980959027,Palace
Аэропорт,55.8005039,37.5438641,Lush,55.80171409224404,37.53180933604001,Cosmetics Shop
Бабушкинский,55.8659576,37.6638944,Суши Стор,55.8678945940525,37.66345540008402,Japanese Restaurant
Бабушкинский,55.8659576,37.6638944,Леонардо,55.86913698151532,37.6632269575971,Arts & Crafts Store
Бабушкинский,55.8659576,37.6638944,ВкусВилл,55.870183447309145,37.65942345455382,Health Food Store
Бабушкинский,55.8659576,37.6638944,Eurospar,55.870199772503256,37.657305532631355,Supermarket
Бабушкинский,55.8659576,37.6638944,McDonald's (Макдоналдс),55.87016915847287,37.66301603988316,Fast Food Restaurant
Бабушкинский,55.8659576,37.6638944,Красная дорожка,55.86244279491158,37.670403987932815,Park
Бабушкинский,55.8659576,37.6638944,Шоколадница,55.865208,37.662043,Café
Бабушкинский,55.8659576,37.6638944,Тонус клуб (Фитнес для женщин),55.87018049969393,37.66191283054284,Gym
Бабушкинский,55.8659576,37.6638944,Гуру-йога,55.872545153046985,37.65912834863498,Yoga Studio
Бабушкинский,55.8659576,37.6638944,Джонджоли,55.87118169772828,37.66592860221863,Caucasian Restaurant
Бабушкинский,55.8659576,37.6638944,Power Zone,55.864481,37.673728,Gym
Бабушкинский,55.8659576,37.6638944,Сота (Спорт Салон),55.86832741800624,37.67260331989612,Gym / Fitness Center
Бабушкинский,55.8659576,37.6638944,Quattro Fashion,55.86078853274941,37.65456510524184,Photography Studio
Бабушкинский,55.8659576,37.6638944,Ткани,55.87000628506354,37.65830438384336,Fabric Shop
Бабушкинский,55.8659576,37.6638944,"Сквер у кинотеатра ""Орион""",55.868374947293134,37.675646575858764,Park
Бабушкинский,55.8659576,37.6638944,Самсон-Фарма,55.86885753686171,37.66821598921091,Pharmacy
Бабушкинский,55.8659576,37.6638944,Спортив,55.85991455226796,37.660112733342785,Gym
Бабушкинский,55.8659576,37.6638944,Детский Мир,55.870361386475736,37.66013592215303,Toy / Game Store
Бабушкинский,55.8659576,37.6638944,Близнецы,55.87001585472826,37.67500376286083,Supermarket
Бабушкинский,55.8659576,37.6638944,Мегафон,55.870019922334656,37.66395449638367,Mobile Phone Shop
Бабушкинский,55.8659576,37.6638944,Теремок,55.870667,37.65962,Blini House
Бабушкинский,55.8659576,37.6638944,Vis-a-Vis,55.85869643809607,37.65776156082801,Lingerie Store
Бабушкинский,55.8659576,37.6638944,Аякс,55.86342452413319,37.659176030020426,Dry Cleaner
Бабушкинский,55.8659576,37.6638944,Твой фитнес,55.87203777687873,37.66465515109991,Gym
Бабушкинский,55.8659576,37.6638944,Craftbeer Ёж,55.86497503878928,37.661319923177196,Beer Store
Бабушкинский,55.8659576,37.6638944,Бетховен,55.869068535078114,37.663428204135705,Pet Store
Бабушкинский,55.8659576,37.6638944,Юлмарт Outpost,55.86864717409172,37.670788797671676,Electronics Store
Бабушкинский,55.8659576,37.6638944,Восточный уют,55.86309154049089,37.66148713645159,Middle Eastern Restaurant
Бабушкинский,55.8659576,37.6638944,Billa,55.86966,37.666386,Supermarket
Бабушкинский,55.8659576,37.6638944,Комус,55.86905176981979,37.6632193068195,Paper / Office Supplies Store
Басманный,55.7672809,37.6697732,Mission,55.770472,37.670961,Vegetarian / Vegan Restaurant
Басманный,55.7672809,37.6697732,Репетиционная База Т-34. Бар. Звукозапись.,55.76822526021964,37.669577879084976,Recording Studio
Басманный,55.7672809,37.6697732,Flamenqueria (Фламенкерия),55.76828389065635,37.672771161156156,Dance Studio
Басманный,55.7672809,37.6697732,Усадьба Муравьева-Апостола,55.767275109682146,37.66454458236694,History Museum
Басманный,55.7672809,37.6697732,Jolly Bunch,55.76996456019991,37.670284867502104,Flower Shop
Басманный,55.7672809,37.6697732,РИПА Буддийский Центр,55.76839138075269,37.67646649037195,Public Art
Басманный,55.7672809,37.6697732,Sundrums. Школа Африканских Барабанов.,55.76621305457262,37.664321584672024,Arts & Entertainment
Басманный,55.7672809,37.6697732,Ganesha Records (RU) - Digital Music Label,55.76671167010506,37.664371007605645,Music Venue
Басманный,55.7672809,37.6697732,НОУ «Центр»,55.76888632112849,37.6727686366523,Gun Range
Басманный,55.7672809,37.6697732,Усадьба Н.Е. Струйского,55.76528474726217,37.67062362592059,Historic Site
Басманный,55.7672809,37.6697732,Bauman Garden (Сад им. Баумана),55.76640619667285,37.65961202895598,Garden
Басманный,55.7672809,37.6697732,Molly Malone's,55.76924508616475,37.66920394107057,Irish Pub
Басманный,55.7672809,37.6697732,Азбука вкуса,55.76833324562571,37.66745259446576,Supermarket
Басманный,55.7672809,37.6697732,Мотыга Йети,55.769761,37.678817,Bar
Басманный,55.7672809,37.6697732,Белый авантаж,55.768540503842765,37.67890519977002,Bridal Shop
Басманный,55.7672809,37.6697732,Hardfoxez,55.769317906362936,37.671836717649,Gym / Fitness Center
Басманный,55.7672809,37.6697732,Брюгге,55.76998777106525,37.679021367839376,Bar
Басманный,55.7672809,37.6697732,Coordi,55.76901687008599,37.66851080595757,Gift Shop
Басманный,55.7672809,37.6697732,Ляг Спиной,55.764252,37.664372,Massage Studio
Басманный,55.7672809,37.6697732,Mercure Baumanskaya,55.76930685129167,37.67936312590646,Hotel
Басманный,55.7672809,37.6697732,Gogol Center (Гоголь-центр),55.76240672623016,37.66224437177689,Theater
Басманный,55.7672809,37.6697732,Парос,55.771943461252825,37.67378555661086,Caucasian Restaurant
Басманный,55.7672809,37.6697732,Спортивная площадка,55.76574947971457,37.659096583282164,Basketball Court
Басманный,55.7672809,37.6697732,Городская усадьба А.К. Разумовского,55.76353966654619,37.66901257333108,Park
Басманный,55.7672809,37.6697732,Artist,55.765753210565244,37.66353027038741,Hostel
Басманный,55.7672809,37.6697732,Азбука вкуса,55.77247451124736,37.677943916700976,Gourmet Shop
Басманный,55.7672809,37.6697732,Эклерная «Клер»,55.772659192425614,37.67586978169057,Dessert Shop
Басманный,55.7672809,37.6697732,Духан Чито-Ра,55.762249,37.66307,Caucasian Restaurant
Басманный,55.7672809,37.6697732,Gazgolder,55.76005025509385,37.66568355946299,Nightclub
Басманный,55.7672809,37.6697732,Кофик,55.76300593781361,37.6791930198533,Coffee Shop
Беговой,55.7819165,37.56629960000001,Музей русского импрессионизма,55.78029055410292,37.57034739018202,Art Museum
Беговой,55.7819165,37.56629960000001,Цех,55.77989613332279,37.569815630611295,Dance Studio
Беговой,55.7819165,37.56629960000001,Gold's Gym,55.784079281005454,37.561450808988205,Gym / Fitness Center
Беговой,55.7819165,37.56629960000001,Конный клуб «Прадар»,55.77736918779806,37.56468425533086,Stables
Беговой,55.7819165,37.56629960000001,Thai Pattara Center - SPA & Restaurant,55.781017,37.560265,Massage Studio
Беговой,55.7819165,37.56629960000001,Renaissance Moscow Monarch Centre Hotel (Ренессанс Москва Монарх Центр),55.78327145656155,37.56073907017708,Hotel
Беговой,55.7819165,37.56629960000001,Ача-Чача,55.7806454957798,37.57470748474778,Caucasian Restaurant
Беговой,55.7819165,37.56629960000001,LIVING Furniture & Homeware,55.784064023704836,37.57016841411362,Furniture / Home Store
Беговой,55.7819165,37.56629960000001,Дункан,55.78334430307926,37.56815296581565,Dance Studio
Беговой,55.7819165,37.56629960000001,X-Fit,55.78313118087534,37.55977197030759,Gym / Fitness Center
Беговой,55.7819165,37.56629960000001,Renaissance Gym & Spa,55.78305856413214,37.561619616250006,Gym / Fitness Center
Беговой,55.7819165,37.56629960000001,Москафе,55.782198903693455,37.573404889731826,Café
Беговой,55.7819165,37.56629960000001,Пьяный мастер,55.784291,37.566191,Beer Store
Беговой,55.7819165,37.56629960000001,Венский цех,55.78143990408854,37.573233312494004,Dessert Shop
Беговой,55.7819165,37.56629960000001,Дом Весты,55.7831794546003,37.572521596450564,Bridal Shop
Беговой,55.7819165,37.56629960000001,Central Moscow Hippodrome (Центральный московский ипподром),55.777936,37.561898,Racecourse
Беговой,55.7819165,37.56629960000001,Самсон Фарма,55.78362281608284,37.56960496183224,Pharmacy
Беговой,55.7819165,37.56629960000001,Stone Crab,55.78140887731759,37.57214007229072,Restaurant
Беговой,55.7819165,37.56629960000001,Паризьен,55.78559052424296,37.56238073555491,French Restaurant
Беговой,55.7819165,37.56629960000001,Hyatt Regency,55.787185,37.566318,Hotel
Беговой,55.7819165,37.56629960000001,LVPVS TATTOO,55.777516622278675,37.572845131037,Tattoo Parlor
Беговой,55.7819165,37.56629960000001,Ароматный Мир,55.78017,37.575695,Liquor Store
Беговой,55.7819165,37.56629960000001,Gymboree,55.78365390769611,37.55987478370831,General Entertainment
Беговой,55.7819165,37.56629960000001,ВкусВилл,55.786579231477404,37.57145648760414,Health Food Store
Беговой,55.7819165,37.56629960000001,Цыганский театр «Ромэн»,55.783913134692014,37.569107514775446,Theater
Беговой,55.7819165,37.56629960000001,Papa's Coffee,55.78384949780199,37.57899284362793,Coffee Shop
Беговой,55.7819165,37.56629960000001,AL33 Pizzeria Bar & Bottega,55.787503020850416,37.55993216028076,Pizza Place
Беговой,55.7819165,37.56629960000001,Drive Dance,55.78262441473116,37.58178111774369,Dance Studio
Беговой,55.7819165,37.56629960000001,Двор Под Домом 34,55.78372283888892,37.56311522055356,Dog Run
Беговой,55.7819165,37.56629960000001,Blastbeat,55.78607656755212,37.568409262140854,Music Store
Бескудниковский,55.863738600000005,37.5573217,Парк им. Святослава Федорова,55.86686974793635,37.549672358839125,Park
Бескудниковский,55.863738600000005,37.5573217,Подружка,55.86247042065989,37.562178621010126,Cosmetics Shop
Бескудниковский,55.863738600000005,37.5573217,Фитнес клуб Теорема спорта,55.864315,37.566532,Gym
Бескудниковский,55.863738600000005,37.5573217,Dc-garage.ru,55.8575561237556,37.546190078005615,Auto Workshop
Бескудниковский,55.863738600000005,37.5573217,Сытая Утка ТЦ XL,55.863866487679104,37.545597596594654,Restaurant
Бескудниковский,55.863738600000005,37.5573217,Арго,55.859248376952195,37.55714567107144,Eastern European Restaurant
Бескудниковский,55.863738600000005,37.5573217,Площадь Туманяна,55.86486073820742,37.54695653915405,Plaza
Бескудниковский,55.863738600000005,37.5573217,Family Fitness Club,55.85938163322078,37.56784614770713,Gym / Fitness Center
Бескудниковский,55.863738600000005,37.5573217,adidas,55.86372189031812,37.54618860055535,Sporting Goods Shop
Бескудниковский,55.863738600000005,37.5573217,Бриткар Сервис,55.85787612701687,37.54749867032649,Auto Workshop
Бескудниковский,55.863738600000005,37.5573217,Футбольное поле ЛФЛ,55.86296572771715,37.56459713983041,Soccer Field
Бескудниковский,55.863738600000005,37.5573217,Тануки,55.856679,37.562551,Japanese Restaurant
Бескудниковский,55.863738600000005,37.5573217,Мясновъ и Отдохни,55.86281940826285,37.567207107759494,Butcher
Бескудниковский,55.863738600000005,37.5573217,Пицца Фабрика,55.858301339824735,37.563283303094956,Pizza Place
Бескудниковский,55.863738600000005,37.5573217,Кантата,55.864046865267994,37.54632971709125,Food & Drink Shop
Бескудниковский,55.863738600000005,37.5573217,Мегафон,55.863900338226884,37.545923711040786,Mobile Phone Shop
Бескудниковский,55.863738600000005,37.5573217,Эльдорадо,55.86379,37.546318,Electronics Store
Бескудниковский,55.863738600000005,37.5573217,Норман,55.861286,37.562664,Liquor Store
Бескудниковский,55.863738600000005,37.5573217,Дом Книги,55.87180818951893,37.55370821933191,Bookstore
Бескудниковский,55.863738600000005,37.5573217,O'STIN,55.86394273649746,37.54603457462747,Clothing Store
Бескудниковский,55.863738600000005,37.5573217,McDonald's,55.86436329192429,37.548054638161965,Fast Food Restaurant
Бескудниковский,55.863738600000005,37.5573217,Домино'с Пицца,55.862751,37.567028,Pizza Place
Бескудниковский,55.863738600000005,37.5573217,Шоколадница,55.86390406142322,37.545848080074926,Coffee Shop
Бескудниковский,55.863738600000005,37.5573217,"Дрогери ""Улыбка Радуги""",55.862710504716354,37.567091995541084,Cosmetics Shop
Бескудниковский,55.863738600000005,37.5573217,Бетховен,55.863872286750755,37.54568517608792,Pet Store
Бескудниковский,55.863738600000005,37.5573217,Теремок,55.86385188141127,37.545631457625674,Blini House
Бескудниковский,55.863738600000005,37.5573217,Ярмарка выходного дня,55.86184342564313,37.562435382759425,Farmers Market
Бескудниковский,55.863738600000005,37.5573217,B12 Club,55.862435062441364,37.56305639564953,Nightclub
Бескудниковский,55.863738600000005,37.5573217,"Чайхана ""Учкудук""",55.868101407968354,37.55014780783774,Asian Restaurant
Бескудниковский,55.863738600000005,37.5573217,Beer-graD,55.86366241422858,37.55119617591018,Bar
Бибирево,55.895318700000004,37.6129889,Eurospar,55.897512045057645,37.6057704598433,Supermarket
Бибирево,55.895318700000004,37.6129889,Этнографическая деревня Бибирево,55.89520399459939,37.62173652648926,Park
Бибирево,55.895318700000004,37.6129889,"Комплексный Заказник ""Алтуфьевский""",55.898876,37.605564,Park
